AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
KCQ,Chignik Lake,56.25555556,-158.77777778
KCQ,Chignik Lake,56.25555556,-158.77777778
KCQ,Chignik Lake,56.25583333,-158.77333333
KCR,Colorado Creek Airport,63.57111111,-156.00527778
KCZ,Kochi Airport,33.54111111,133.67694444
KCZ,Kochi Airport,33.54611111,133.66944444
KDE,Koroba Airport,-5.69527778,142.74444444
KDE,Koroba Airport,-5.69527778,142.74444444
KDE,Koroba Airport,-5.69472222,142.74444444
KDE,Koroba Airport,-5.69472222,142.74444444
KDE,Koroba Airport,-5.68333333,142.73333333
KDH,Kandahar Airport,31.50583333,65.84777778
KDH,Kandahar Airport,31.50694444,65.84750000
KDJ,N Djole Airport,-0.15000000,10.76666667
KDK,Kodiak Municipal,57.80583333,-152.37388889
KDK,Kodiak Municipal,57.80722222,-152.37000000
KDT,Kamphang Saen Airport,14.10000000,99.91666667
KDT,Kamphang Saen Airport,14.10194444,99.91722222
KEB,Nanwalek Airport,59.35222222,-151.92527778
KEB,Nanwalek Airport,59.35277778,-151.92222222
KED,Kaedi Airport,16.15944444,-13.50750000
KED,Kaedi Airport,16.16138889,-13.50777778
KEF,Keflavik International,63.98166667,-22.61333333
KEF,Keflavik International,63.98166667,-22.61333333
KEF,Keflavik International,63.98500000,-22.60555556
KEF,Keflavik International,63.98500000,-22.60555556
KEF,Keflavik International,63.98500000,-22.60555556
KEH,Kenmore Air Harbor,47.75472222,-122.25916667
KEJ,Alexey Leonov,55.27000000,86.10750000
KEJ,Alexey Leonov,55.27000000,86.10750000
KEJ,Kemerovo Airport,55.27000000,86.10750000
KEJ,Kemerovo Airport,55.27000000,86.10750000
KEK,Ekwok Airport,59.35472222,-157.47194444
KEK,Ekwok Airport,59.35472222,-157.47194444
KEK,Ekwok Airport,59.35527778,-157.47750000
KEK,Ekwok Airport,59.35694444,-157.47111111
KEK,Ekwok Airport,59.35694444,-157.47111111
KEL,Kiel/Holtenau,54.37944444,10.14416667
KEL,Kiel/Holtenau,54.37944444,10.14416667
KEL,Kiel/Holtenau,54.37944444,10.14527778
KEL,Kiel/Holtenau,54.37944444,10.14527778
KEL,Kiel/Holtenau,54.38083333,10.14333333
KEL,Kiel/Holtenau,54.38083333,10.14333333
KEM,Kemi Tornio,65.78000000,24.58583333
KEM,Kemi Tornio,65.78194444,24.58250000
KEN,Kenema Airport,7.88333333,-11.18333333
KEN,Kenema Airport,7.89500000,-11.17472222
KEN,Kenema Airport,7.89500000,-11.17472222
KEN,Kenema Airport,7.89666667,-11.17361111
KEN,Kenema Airport,7.89666667,-11.17361111
KEO,Odienne IV Coast,9.49000000,-7.57083333
KEP,Nepalgunj,28.10166667,81.67000000
KEP,Nepalgunj,28.10361111,81.66694444
KER,Kerman Airport,30.26333333,56.95750000
KER,Kerman Airport,30.27333333,56.95138889
KER,Kerman Airport,30.27333333,56.95138889
KER,Kerman Airport,30.27444444,56.95111111
KER,Kerman Airport,30.27444444,56.95111111
KER,Kerman International,30.27333333,56.95138889
KEZ,Ocean Reef Club,25.32277778,-80.27694444
KFA,Kiffa Airport,16.58805556,-11.40972222
KFA,Kiffa Airport,16.58888889,-11.40527778
KFA,Kiffa Airport,16.59000000,-11.40611111
KFP,False Pass Airport,54.84750000,-163.41027778
KFP,False Pass Airport,54.84750000,-163.41027778
KFP,False Pass Airport,54.84777778,-163.40722222
KFP,False Pass Airport,54.84777778,-163.40722222
KFP,False Pass Airport,54.84777778,-163.40694444
KFP,False Pass Airport,54.84916667,-163.40916667
KGA,Kananga Airport,-5.90000000,22.46916667
KGA,Kananga Airport,-5.90000000,22.47055556
KGC,Kingscote Airport,-35.73333333,137.51666667
KGC,Kingscote Airport,-35.71388889,137.52138889
KGC,Kingscote Kangaroo Island,-35.71472222,137.52305556
KGC,Kingscote Kangaroo Island,-35.71388889,137.52138889
KGD,Khrabrovo,54.89000000,20.59250000
KGD,Khrabrovo,54.89000000,20.59250000
KGD,Khrabrovo,54.89000000,20.59277778
KGD,Khrabrovo,54.89000000,20.59277778
KGD,Khrabrovo,54.89000000,20.59277778
KGD,Khrabrovo,54.89027778,20.59250000
KGD,Khrabrovo,54.89166667,20.59861111
KGF,Karaganda Airport,49.67194444,73.33555556
KGG,Kedougou Airport,12.57083333,-12.21722222
KGG,Kedougou Airport,12.57250000,-12.22027778
KGI,Kalgoorlie Airport,-30.76666667,121.46666667
KGJ,Karonga Airport,-9.95777778,33.89222222
KGJ,Karonga Airport,-9.95333333,33.89305556
KGJ,Karonga Airport,-9.95333333,33.89305556
KGJ,Karonga Airport,-9.95333333,33.89333333
KGJ,Karonga Airport,-9.95333333,33.89333333
KGK,Koliganek Airport,59.72666667,-157.26027778
KGK,Koliganek Airport,59.72666667,-157.26027778
KGK,Koliganek Airport,59.72666667,-157.25944444
KGK,Koliganek Airport,59.72666667,-157.25944444
KGK,Koliganek Airport,59.80000000,-157.23333333
KGL,Kigali Airport,-1.96777778,30.14000000
KGL,Kigali International,-1.96861111,30.13944444
KGL,Kigali International,-1.96861111,30.13944444
KGL,Kigali International,-1.96833333,30.13861111
KGL,Kigali International,-1.96833333,30.13861111
KGL,Kigali International,-1.96777778,30.14000000
KGS,Kos Airport,36.79305556,27.09527778
KGS,Kos Airport,36.79333333,27.09166667
KGS,Kos Airport,36.79333333,27.09166667
KGS,Kos Airport,36.79472222,27.09111111
KGS,Kos Airport,36.79472222,27.09111111
KGU,Keningau Airport,5.35583333,116.16472222
KGU,Keningau Airport,5.35666667,116.16194444
KGU,Keningau Airport,5.35666667,116.16555556
KGU,Keningau Airport,5.35666667,116.16555556
KGU,Keningau Airport,5.35722222,116.15916667
KGU,Keningau Airport,5.35722222,116.15916667
KGX,Grayling Airport,62.89222222,-160.06638889
KGX,Grayling Airport,62.89222222,-160.06638889
KGX,Grayling Airport,62.89444444,-160.06500000
KGX,Grayling Airport,62.89444444,-160.06500000
KGX,Grayling Airport,62.89527778,-160.06250000
KGZ,Glacier Creek Airport,61.45500000,-142.38083333
KGZ,Glacier Creek Airport,61.45555556,-142.37888889
KHE,Kherson Airport,46.67527778,32.62777778
KHE,Kherson Airport,46.67527778,32.62777778
KHH,Kaohsiung International,22.57250000,120.34527778
KHH,Kaohsiung International,22.57694444,120.35027778
KHH,Kaohsiung International,22.57694444,120.35027778
KHH,Kaohsiung International,22.57722222,120.35000000
KHH,Kaohsiung International,22.57722222,120.35000000
KHI,Jinnah International,24.90555556,67.15694444
KHI,Jinnah International,24.90666667,67.16083333
KHI,Jinnah International,24.90666667,67.16083333
KHI,Jinnah International,24.90666667,67.16083333
KHI,Jinnah International,24.90666667,67.16083333
KHI,Jinnah International,24.90861111,67.16277778
KHI,Jinnah International,24.90861111,67.16277778
KHI,Jinnah International,24.90861111,67.16277778
KHK,Khark Island,29.26083333,50.32194444
KHK,Khark Island,29.26166667,50.32361111
KHM,Kanti,25.98861111,95.67444444
KHM,Kanti,25.98861111,95.67472222
KHM,Kanti,25.99000000,95.68083333
KHN,Changbei International,28.86222222,115.90138889
KHN,Changbei International,28.86222222,115.90138889
KHN,Changbei International,28.86472222,115.90250000
KHN,Changbei International,28.86472222,115.90250000
KHN,Changbei International,28.86472222,115.90277778
KHN,Nanchang Xiangtang,28.42166667,115.92333333
KHV,Khabarovsk Airport,48.52805556,135.18833333
KHV,Khabarovsk Novy,48.52805556,135.18805556
KHV,Khabarovsk Novy,48.52805556,135.18805556
KHV,Khabarovsk Novy,48.52805556,135.18833333
KHV,Novy,48.52666667,135.18666667
KHV,Novy,48.52666667,135.18666667
KHV,Novy,48.52805556,135.18833333
KHV,Novy,48.52805556,135.18833333
KIB,Ivanof Bay Seaplane Base,55.90000000,-159.48333333
KID,Everod,55.91944444,14.08888889
KID,Kristianstad Airport,55.92166667,14.08555556
KIE,Kieta,-6.30611111,155.72805556
KIE,Kieta,-6.30611111,155.72805556
KIE,Kieta,-6.30555556,155.72805556
KIE,Kieta,-6.30555556,155.72805556
KIE,Kieta,-6.30555556,155.72805556
KIE,Kieta Airport,-6.31666667,155.71666667
KIH,Kish Island Airport,26.52666667,53.98083333
KIH,Kish Island Airport,26.52666667,53.98083333
KIH,Kish Island Airport,26.52666667,53.98166667
KIH,Kish Island Airport,26.52805556,53.98111111
KIJ,Niigata Airport,37.95333333,139.12250000
KIJ,Niigata Airport,37.95583333,139.12083333
KIK,Kirkuk AB,35.46944444,44.34888889
KIK,Kirkuk AB,35.46944444,44.34888889
KIK,Kirkuk AB,35.46944444,44.34916667
KIK,Kirkuk AB,35.47000000,44.35500000
KIK,Kirkuk Airport,35.46944444,44.34916667
KIK,Kirkuk Airport,35.46944444,44.34916667
KIK,Kirkuk International,35.46944444,44.34916667
KIM,B J Vorster,-28.80583333,24.76638889
KIM,Kimberley Airport,-28.80583333,24.76638889
KIM,Kimberley Airport,-28.80277778,24.76527778
KIN,Norman Manley International,17.93555556,-76.78750000
KIN,Norman Manley International,17.95000000,-76.73333333
KIP,Kickapoo Downtown,33.86055556,-98.49027778
KIR,Kerry,52.18083333,-9.52388889
KIR,Kerry,52.18305556,-9.53444444
KIS,Kisumu Airport,-0.09166667,34.71805556
KIS,Kisumu Airport,-0.08861111,34.72388889
KIS,Kisumu Airport,-0.08861111,34.72388889
KIS,Kisumu Airport,-0.08611111,34.72888889
KIS,Kisumu Airport,-0.08611111,34.72888889
KIS,Kisumu Airport,-0.08555556,34.72861111
KIT,Alexandros Aristotelous Onassis,36.27416667,23.01666667
KIT,Alexandros Aristotelous Onassis,36.27416667,23.01666667
KIT,Alexandros Aristotelous Onassis,36.27416667,23.01694444
KIT,Kithira Airport,36.27416667,23.01694444
KIT,Kithira Airport,36.27416667,23.01694444
KIT,Kithira Airport,36.29166667,23.02500000
KIV,Chisinau International,46.92777778,28.93083333
KIV,Chisinau International,46.93333333,28.93333333
KIV,Kishinev Airport,46.93333333,28.93333333
KIW,Kitwe/Nkana,-12.83944444,28.23055556
KIX,Kansai International,34.42833333,135.24388889
KIX,Kansai International,34.43361111,135.23361111
KIY,Kilwa Masoko,-8.91194444,39.51166667
KIY,Kilwa Masoko,-8.91111111,39.50722222
KIY,Kilwa Masoko,-8.91027778,39.50833333
KIY,Kilwa Masoko,-8.91027778,39.50833333
KIY,Kilwa Masoko,-8.90944444,39.50916667
KIY,Kilwa Masoko,-8.90944444,39.50916667
KJA,Krasnoyarsk,56.17305556,92.49333333
KJA,Yemelyanovo,56.17250000,92.49333333
KJA,Yemelyanovo,56.17277778,92.49333333
KJA,Yemelyanovo,56.17277778,92.49333333
KJA,Yemelyanovo,56.17277778,92.49333333
KJA,Yemelyanovo,56.17305556,92.49333333
KJA,Yemelyanovo,56.17305556,92.49333333
KJK,Kortrijk Wevelgem,50.81888889,3.20916667
KJK,Wevelgem,50.81722222,3.20472222
KJK,Wevelgem,50.81722222,3.20472222
KJK,Wevelgem,50.81861111,3.20916667
KJK,Wevelgem,50.81861111,3.20916667
KJK,Wevelgem,50.81888889,3.20888889
KJT,Kertajati International,-6.64750000,108.16555556
KK1,Ching Chuan Kang AB,24.26500000,120.62083333
KK1,Ching Chuan Kang AB,24.26666667,120.61416667
KKA,Koyuk Alfred Adams,64.93944444,-161.15416667
KKA,Koyuk Alfred Adams,64.93944444,-161.15000000
KKB,Kitoi Bay Airport,58.19166667,-152.35000000
KKC,Khon Kaen Airport,16.46500000,102.78666667
KKC,Khon Kaen Airport,16.46666667,102.78361111
KKE,Keri Keri,-35.26111111,173.91388889
KKE,Kerikeri Airport,-35.25750000,173.91222222
KKH,Kongiganak Airport,59.96083333,-162.88111111
KKH,Kongiganak Airport,59.96083333,-162.88111111
KKH,Kongiganak Airport,59.96166667,-162.88055556
KKH,Kongiganak Airport,59.96166667,-162.88055556
KKI,Akiachak Airport,60.90472222,-161.42250000
KKI,Akiachak Airport,60.90472222,-161.42250000
KKI,Akiachak Airport,60.90694444,-161.42222222
KKI,Akiachak Airport,60.91055556,-161.49972222
KKI,Akiachak Airport,60.91305556,-161.49611111
KKI,Akiachak Airport,60.91388889,-161.49333333
KKI,Akiachak Airport,60.91388889,-161.49333333
KKJ,Kitakyushu Airport,33.83305556,130.94944444
KKJ,Kitakyushu Airport,33.84555556,131.03500000
KKK,Kalakaket Creek AFS,64.42500000,-156.84111111
KKK,Kalakaket Creek AS,64.42444444,-156.84333333
KKL,Karluk Lake Seaplane Base,57.36777778,-154.02527778
KKN,Hoybuktmoen,69.72277778,29.89333333
KKN,Hoybuktmoen,69.72555556,29.89222222
KKN,Hoybuktmoen,69.72555556,29.89250000
KKN,Kirkenes Airport,69.72555556,29.89222222
KKO,Kaikohe Airport,-35.45277778,173.81666667
KKO,Kaikohe Airport,-35.45166667,173.81583333
KKU,Ekuk Airport,58.81111111,-158.55888889
KKU,Ekuk Airport,58.81250000,-158.56055556
KKW,Kikwit Airport,-5.03611111,18.78027778
KKW,Kikwit Airport,-5.03583333,18.78583333
KLB,Kalabo Airport,-14.99888889,22.64833333
KLB,Kalabo Airport,-14.97583333,22.64444444
KLF,Grabtsevo,54.54861111,36.37138889
KLG,Kalskag Airport,61.53583333,-160.34555556
KLG,Kalskag Airport,61.53583333,-160.34555556
KLG,Kalskag Airport,61.53638889,-160.34138889
KLG,Kalskag Airport,61.53638889,-160.34138889
KLG,Kalskag Airport,61.53833333,-160.32444444
KLL,Levelock Airport,59.11861111,-156.86333333
KLL,Levelock Airport,59.12694444,-156.86000000
KLL,Levelock Airport,59.12694444,-156.86000000
KLL,Levelock Airport,59.12805556,-156.85861111
KLL,Levelock Airport,59.12805556,-156.85861111
KLN,Larsen Bay Airport,57.53333333,-154.00000000
KLN,Larsen Bay Airport,57.53500000,-153.97666667
KLO,Kalibo International,11.67916667,122.37527778
KLO,Kalibo International,11.68000000,122.37611111
KLO,Kalibo International,11.68027778,122.37638889
KLO,Kalibo International,11.68027778,122.37638889
KLO,Kalibo International,11.68277778,122.37722222
KLP,Kelp Bay Airport,57.55000000,-134.86666667
KLR,Kalmar Airport,56.68500000,16.28722222
KLR,Kalmar Airport,56.68555556,16.28055556
KLR,Kalmar Airport,56.68555556,16.28750000
KLR,Kalmar Airport,56.68750000,16.28555556
KLS,Kelso-Longview,46.11805556,-122.89833333
KLS,Southwest Washington Regional,46.11805556,-122.89833333
KLU,Klagenfurt Airport,46.64250000,14.33888889
KLU,Klagenfurt Airport,46.64305556,14.34166667
KLU,Klagenfurt International,46.64250000,14.33777778
KLU,Klagenfurt International,46.64250000,14.33888889
KLU,Klagenfurt International,46.64250000,14.33888889
KLU,Klagenfurt Worthersee International,46.64250000,14.33777778
KLU,Klagenfurt Worthersee International,46.64250000,14.33777778
KLV,Karlovy Vary Airport,50.20000000,12.91666667
KLV,Karlovy Vary Airport,50.20000000,12.91666667
KLV,Karlovy Vary Airport,50.20305556,12.91500000
KLV,Karlovy Vary Airport,50.20305556,12.91527778
KLW,Klawock Airport,55.57916667,-133.07611111
KLX,Kalamata Airport,37.06833333,22.02527778
KLX,Kalamata Airport,37.06833333,22.02527778
KLX,Kalamata Airport,37.06833333,22.02555556
KLX,Kalamata Airport,37.06833333,22.02555556
KLX,Kalamata Airport,37.06833333,22.02555556
KLX,Kalamata Airport,37.06944444,22.02777778
KMA,Kerema Airport,-7.96472222,145.76750000
KMA,Kerema Airport,-7.96361111,145.76777778
KMA,Kerema Airport,-7.96361111,145.76777778
KMA,Kerema Airport,-7.96361111,145.77138889
KMA,Kerema Airport,-7.96361111,145.77138889
KMC,King Khaled Military City,27.90083333,45.52805556
KMC,King Khalid Military City Airport,27.90083333,45.52805556
KMC,King Khalid Military City Airport,27.90305556,45.52750000
KMC,King Saud AB,27.90083333,45.52805556
KMC,King Saud AB,27.90083333,45.52805556
KMC,McCord Seaplane Base,57.13333333,-153.20000000
KMF,Kamina Airport,-7.65027778,145.95861111
KMF,Kamina Airport,-7.64916667,145.95805556
KMG,Kunming Airport,24.98333333,102.73333333
KMG,Wujiaba,24.99250000,102.74361111
KMI,Miyazaki Airport,31.87444444,131.44388889
KMI,Miyazaki Airport,31.87722222,131.44833333
KMI,Miyazaki Airport,31.87722222,131.44833333
KMI,Miyazaki Airport,31.87722222,131.44861111
KMI,Miyazaki Airport,31.87722222,131.44861111
KMJ,Kumamoto Airport,32.83722222,130.85500000
KMJ,Kuroishibaru,32.83194444,130.85250000
KMN,Kamina Base,-8.64194444,25.25277778
KMN,Kamina Base,-8.64111111,25.25000000
KMO,Manokatak Seaplane Base,58.98166667,-159.05666667
KMP,Keetmanshoop Airport,-26.53972222,18.11138889
KMP,Keetmanshoop Airport,-26.53972222,18.11138889
KMP,Keetmanshoop Airport,-26.53888889,18.11166667
KMP,Keetmanshoop Airport,-26.53888889,18.11166667
KMP,Keetmanshoop Airport,-26.53361111,18.10000000
KMP,Keetmanshoop Airport,-26.53361111,18.10000000
KMQ,Komatsu Airport,36.39388889,136.40750000
KMQ,Komatsu Airport,36.39388889,136.41694444
KMS,Kumasi Airport,6.71250000,-1.59111111
KMS,Kumasi Airport,6.71444444,-1.59083333
KMS,Kumasi Airport,6.71472222,-1.59083333
KMU,Kisimayo,-0.37722222,42.45916667
KMU,Kisimayu Airport,-0.38000000,42.47166667
KMU,Kisimayu Airport,-0.37722222,42.45916667
KMU,Kismayo,-0.37722222,42.45916667
KMX,Khamis Mushait Airport,18.29722222,42.80361111
KMX,Khamis Mushait Airport,18.29722222,42.80361111
KMX,Khamis Mushait Airport,18.29722222,42.80361111
KMX,Khamis Mushait Airport,18.29722222,42.81138889
KMX,Khamis Mushait Airport,18.30111111,42.80083333
KMX,Khamis Mushait Airport,18.30111111,42.80083333
KMY,Moser Bay Airport,57.02638889,-154.14361111
KMZ,Kaoma Airport,-14.79722222,24.80888889
KNA,Vina del Mar Airport,-32.94972222,-71.47861111
KNB,Kanab Municipal,37.00944444,-112.53166667
KNB,Kanab Municipal,37.01055556,-112.53138889
KNB,Kanab Municipal,37.01055556,-112.53138889
KNB,Kanab Municipal,37.01111111,-112.53111111
KNB,Kanab Municipal,37.01111111,-112.53111111
KND,Kindu Airport,-2.92250000,25.91388889
KND,Kindu Airport,-2.91916667,25.91527778
KNK,Kokhanok Airport,59.43333333,-154.80250000
KNN,Kankan Airport,10.39388889,-9.30388889
KNN,Kankan Airport,10.39750000,-9.30555556
KNO,Kuala Namu International,3.64222222,98.88527778
KNO,Kualanamu International,3.63777778,98.87055556
KNP,Capanda Airport,-9.77194444,15.45611111
KNP,Capanda Dam,-9.77083333,15.45611111
KNS,King Island Airport,-39.87750000,143.87833333
KNS,King Island Airport,-39.87638889,143.87888889
KNS,King Island Airport,-39.87500000,143.89166667
KNT,Kennett Memorial,36.22583333,-90.03666667
KNU,Kanpur/Chakeri,26.40277778,80.41250000
KNU,Kanpur/Chakeri,26.40444444,80.41416667
KNW,New Stuyahok Airport,59.45166667,-157.37305556
KNW,New Stuyahok Airport,59.45222222,-157.32972222
KNX,Kununurra Airport,-15.78500000,128.70833333
KNX,Kununurra Airport,-15.77805556,128.70750000
KNX,Kununurra Airport,-15.77805556,128.70916667
KNZ,Kenieba Airport,12.83944444,-11.25333333
KNZ,Kenieba Airport,12.84333333,-11.25250000
KOA,Ellison Onizuka Kona International at Keahole,19.73888889,-156.04555556
KOA,Keahole,19.73888889,-156.04555556
KOA,Keahole-Kona International,19.73888889,-156.04555556
KOA,Kona International Airport at Keahole,19.73888889,-156.04555556
KOE,El Tari,-10.17166667,123.67111111
KOE,Eltari,-10.17388889,123.65833333
KOE,Penfui,-10.17388889,123.65833333
KOH,Koolatah Airport,-15.96666667,142.41666667
KOI,Kirkwall Airport,58.95805556,-2.90055556
KOI,Kirkwall Airport,58.95861111,-2.90305556
KOJ,Kagoshima Airport,31.80194444,130.72027778
KOJ,Kagoshima Airport,31.80333333,130.71944444
KOK,Kokkola Pietarsaari,63.72111111,23.14305556
KOK,Kokkola Pietarsaari,63.72111111,23.14305556
KOK,Kruununkyla,63.71555556,23.14166667
KOK,Kruunupyy,63.72111111,23.14305556
KOK,Kruunupyy,63.72111111,23.14305556
KOM,Komo Airport,-6.06722222,142.85888889
KOM,Komo Old,-6.06805556,142.85972222
KOM,Komo Old,-6.06805556,142.85972222
KOM,Komo Old,-6.06777778,142.85972222
KON,Kontum Airport,14.35416667,108.02138889
KON,Kontum Airport,14.35416667,108.02138889
KOP,Nakhon Phanom Airport,17.37944444,104.64833333
KOP,Nakhon Phanom Airport,17.38388889,104.64305556
KOP,Nakhon Phanom Airport,17.38388889,104.64305556
KOP,Nakhon Phanom Airport,17.38388889,104.64305556
KOP,Nakhon Phanom Airport,17.38527778,104.64194444
KOP,Nakhon Phanom Airport,17.38527778,104.64194444
KOR,Kokoro Airport,-7.81666667,146.55000000
KOS,Kompongsom Airport,10.60000000,103.68333333
KOT,Kotlik Airport,63.02972222,-163.56027778
KOT,Kotlik Airport,63.03055556,-163.53277778
KOW,Ganzhou Airport,25.90000000,114.91666667
KOY,Olga Bay Seaplane Base,57.16222222,-154.22750000
KOZ,Ouzinkie Airport,57.91666667,-152.50000000
KOZ,Ouzinkie Airport,57.94222222,-152.46500000
KPB,Point Baker Airport,56.35000000,-133.61666667
KPC,Port Clarence CGS,65.25333333,-166.85750000
KPC,Port Clarence CGS,65.25444444,-166.85583333
KPH,Pauloff Harbor Airport,54.45000000,-162.68333333
KPI,Kapit Airport,2.01055556,112.92944444
KPI,Kapit Airport,2.01055556,112.93138889
KPI,Kapit Airport,2.01055556,112.93138889
KPI,Kapit Airport,2.01083333,112.93138889
KPI,Kapit Airport,2.01083333,112.93138889
KPK,Parks Seaplane Base,57.43361111,-153.90000000
KPM,Napamute Airport,61.53138889,-158.64083333
KPN,Kipnuk Airport,59.93166667,-164.02833333
KPN,Kipnuk Airport,59.93166667,-164.02805556
KPN,Kipnuk Airport,59.93166667,-164.02805556
KPN,Kipnuk Airport,59.93305556,-164.03055556
KPN,Kipnuk Airport,59.93305556,-164.03055556
KPN,Kipnuk Airport,59.93333333,-164.05000000
KPO,Pohang Airport,35.98472222,129.41944444
KPO,Pohang Airport,35.98805556,129.42027778
KPO,Pohang Gyeongju,35.98805556,129.41250000
KPO,Pohang Gyeongju,35.98805556,129.42027778
KPP,Kalpower,-14.88944444,144.22055556
KPR,Port Williams Airport,58.43333333,-152.58333333
KPS,Kempsey Airport,-31.08333333,152.76666667
KPS,Kempsey Airport,-31.07444444,152.76972222
KPV,Perryville Airport,55.90666667,-159.16083333
KPV,Perryville Airport,55.90666667,-159.14500000
KPV,Perryville Airport,55.90833333,-159.15833333
KPY,Port Bailey Airport,57.93333333,-153.03333333
KQA,Akutan Airport,54.13333333,-165.78333333
KR1,Jungwon AB,37.03000000,127.88527778
KRB,Karumba Airport,-17.45666667,140.83194444
KRB,Karumba Airport,-17.45583333,140.83027778
KRB,Karumba Airport,-17.45583333,140.83027778
KRB,Karumba Airport,-17.45555556,140.83166667
KRB,Karumba Airport,-17.45555556,140.83166667
KRF,Kramfors Solleftea,63.04861111,17.76638889
KRF,Kramfors Solleftea,63.04861111,17.76638889
KRF,Kramfors Solleftea,63.04861111,17.76888889
KRF,Kramfors Solleftea,63.04861111,17.76888889
KRF,Kramfors Solleftea,63.04944444,17.77277778
KRK,John Paul II - Balice,50.07777778,19.78555556
KRK,John Paul II - Balice,50.08333333,19.78333333
KRM,Kasitsna,59.46972222,-151.57111111
KRN,Kiruna Airport,67.82194444,20.33666667
KRN,Kiruna Airport,67.82222222,20.34583333
KRP,Karup Airport,56.29750000,9.12472222
KRP,Karup Airport,56.29750000,9.12472222
KRP,Karup Airport,56.29833333,9.10138889
KRP,Karup Airport,56.29833333,9.10138889
KRP,Karup Airport,56.30000000,9.11666667
KRP,Midtjyllands Lufthavn,56.29833333,9.10138889
KRR,Krasnodar Airport,45.03444444,39.17722222
KRR,Krasnodar Airport,45.03472222,39.17027778
KRR,Pashkovskiy,45.03444444,39.17722222
KRR,Pashkovskiy,45.03444444,39.17722222
KRR,Pashkovskiy,45.03472222,39.17000000
KRR,Pashkovskiy,45.03472222,39.17027778
KRR,Pashkovskiy,45.03472222,39.17027778
KRR,Pashkovskiy,45.03472222,39.17027778
KRS,Kjevik,58.20305556,8.08416667
KRS,Kjevik,58.20416667,8.08527778
KRT,Khartoum Airport,15.58944444,32.55305556
KRT,Khartoum Airport,15.59944444,32.55611111
KRW,Turkmenbashi Airport,40.06333333,53.00722222
KRW,Turkmenbashi Airport,40.06472222,53.00583333
KRW,Turkmenbashi Airport,40.06500000,53.00555556
KRW,Turkmenbashi Airport,40.06500000,53.00555556
KS2,Coffey County,38.30250000,-95.72500000
KS3,Hiawatha Municipal,39.87805556,-95.52250000
KS3,Hiawatha Municipal,39.87916667,-95.52527778
KSA,Kosrae Airport,5.35083333,162.97638889
KSA,Kosrae Airport,5.35083333,162.97638889
KSA,Kosrae Airport,5.35694444,162.95833333
KSC,Barca,48.66666667,21.25000000
KSC,Kosice Airport,48.66305556,21.24111111
KSC,Kosice Airport,48.66305556,21.24111111
KSC,Kosice Airport,48.66305556,21.24111111
KSC,Kosice Airport,48.66666667,21.25000000
KSC,Kosice International,48.66305556,21.24111111
KSC,Kosice International,48.66305556,21.24111111
KSD,Karlstad Airport,59.36166667,13.46944444
KSD,Karlstad Airport,59.44472222,13.33722222
KSE,Kasese Airport,0.18333333,30.10138889
KSE,Kasese Airport,0.18333333,30.10138889
KSE,Kasese Airport,0.18333333,30.10166667
KSE,Kasese Airport,0.18333333,30.10166667
KSE,Kasese Airport,0.18555556,30.10083333
KSF,Kassel Calden,51.40805556,9.37527778
KSF,Kassel Calden,51.40833333,9.37750000
KSF,Kassel Calden,51.40833333,9.37750000
KSF,Kassel Calden,51.42083333,9.39222222
KSF,Kassel Calden,51.42083333,9.39222222
KSH,Shahid Ashrafi Esfahani,34.34555556,47.15916667
KSH,Shahid Ashrafi Esfahani,34.34583333,47.16055556
KSH,Shahid Ashrafi Esfahani,34.34888889,47.15722222
KSH,Shahid Ashrafi Esfahani,34.34888889,47.15722222
KSI,Kissidougou Airport,9.16138889,-10.12472222
KSI,Kissidougou Airport,9.16944444,-10.12194444
KSJ,Kassos,35.42138889,26.91000000
KSL,Kassala Airport,15.38583333,36.32805556
KSL,Kassala Airport,15.39027778,36.34222222
KSM,St. Mary's Airport,62.06083333,-163.30194444
KSM,St. Mary's Airport,62.06166667,-163.29805556
KSO,Kastoria Airport,40.45083333,21.27333333
KSP,Kosipe Airport,-8.46305556,147.21750000
KSP,Kosipe Airport,-8.45388889,147.21000000
KSQ,Karshi Airport,38.80222222,65.77305556
KSQ,Karshi Khanabad,38.83361111,65.92138889
KSQ,Karshi South,38.80222222,65.77305556
KSR,Federal No.1,56.24444444,-160.38638889
KSU,Kvernberget,63.11166667,7.82444444
KSU,Kvernberget,63.11250000,7.82916667
KSU,Kvernberget,63.11472222,7.84444444
KTA,Karratha Airport,-20.71277778,116.77555556
KTA,Karratha Airport,-20.71222222,116.77333333
KTA,Karratha Airport,-20.71000000,116.76666667
KTB,Thorne Bay Seaplane Base,55.68833333,-132.53500000
KTH,Tikchik Lodge Airport,59.95555556,-158.48055556
KTL,Kitale Airport,0.97194444,34.95861111
KTM,Tribhuvan International,27.69666667,85.35916667
KTM,Tribhuvan International,27.69666667,85.35916667
KTM,Tribhuvan International,27.69722222,85.35805556
KTM,Tribhuvan International,27.70055556,85.36305556
KTN,Ketchikan International,55.35416667,-131.71111111
KTN,Ketchikan International,55.35833333,-131.71666667
KTP,Tinson Pen,17.98750000,-76.82333333
KTP,Tinson Pen,17.98861111,-76.82388889
KTR,Katherine Airport,-14.45750000,132.27138889
KTS,Brevig Mission Airport,65.32944444,-166.47166667
KTS,Brevig Mission Airport,65.33138889,-166.46583333
